,TSLA_OPEN,TSLA_PREV_OPEN
989,140.264008,171.037994
990,140.264008,171.037994
991,152.238007,151.0
992,153.641998,140.199997
993,156.516006,157.957993
994,156.007996,155.300003
995,163.884003,155.442001
996,163.884003,155.442001
997,163.884003,155.442001
998,162.257996,158.753998
999,161.882004,158.102005
1000,158.192001,165.399994
1001,160.666,164.166
1002,159.834,156.0
1003,159.834,156.0
1004,159.834,156.0
1005,162.725998,158.070007
1006,161.602005,165.556
1007,163.112,163.033997
1008,165.520004,164.100006
1009,163.376007,163.199997
1010,163.376007,163.199997
1011,163.376007,163.199997
1012,163.376007,163.199997
1013,163.774002,164.434006
1014,164.046005,166.899994
1015,161.162003,164.171997
1016,167.0,162.701996
1017,167.0,162.701996
1018,167.0,162.701996
1019,179.619995,161.75
1020,176.311996,171.600006
1021,176.591995,178.940002
1022,172.876007,177.623993
1023,177.132004,177.975998
1024,177.132004,177.975998
1025,177.132004,177.975998
1026,189.983994,175.567993
1027,188.134003,183.800003
1028,205.009995,188.001999
1029,194.567993,198.376007
1030,187.056,198.039993
1031,187.056,198.039993
1032,187.056,198.039993
1033,198.179993,196.0
1034,196.425995,183.557999
1035,198.358002,202.369995
1036,200.792007,197.542007
1037,200.179993,200.600006
1038,200.179993,200.600006
1039,200.179993,200.600006
1040,198.863998,202.556
1041,200.356003,199.990005
1042,192.169998,199.776001
1043,197.195999,198.822006
1044,191.947998,190.854004
1045,191.947998,190.854004
1046,191.947998,190.854004
1047,201.869995,198.955994
1048,215.962006,193.802002
1049,223.925995,201.300003
1050,241.731995,216.600006
1051,241.731995,216.600006
1052,241.731995,216.600006
1053,241.731995,216.600006
1054,274.31601,244.296005
1055,277.971985,255.337997
1056,273.175995,281.002014
1057,278.855988,281.0
1058,308.929993,279.39801
1059,308.929993,279.39801
1060,308.929993,279.39801
1061,299.411987,279.200012
1062,303.359985,331.799988
1063,309.201996,311.200012
1064,300.127991,308.600006
1065,300.167999,295.432007
1066,300.167999,295.432007
1067,300.167999,295.432007
1068,328.600006,302.690002
1069,313.671997,303.802002
1070,318.466003,327.985992
1071,302.614014,319.799988
1072,283.399994,335.790009
1073,283.399994,335.790009
1074,283.399994,335.790009
1075,307.920013,283.201996
1076,295.298004,287.0
1077,299.821991,300.799988
1078,297.497986,300.200012
1079,286.152008,297.600006
1080,286.152008,297.600006
1081,286.152008,297.600006
1082,297.0,303.0
1083,297.399994,289.839996
1084,297.003998,299.002014
1085,297.915985,298.597992
1086,290.541992,298.165985
1087,290.541992,298.165985
1088,290.541992,298.165985
1089,283.713989,299.90799
1090,274.877991,289.600006
1091,310.951996,279.200012
1092,324.200012,294.0
1093,330.141998,322.200012
1094,330.141998,322.200012
1095,330.141998,322.200012
1096,367.127991,332.997986
1097,377.417999,335.399994
1098,375.705994,379.798004
1099,400.365997,373.0
1100,409.996002,372.135986
1101,409.996002,372.135986
1102,409.996002,372.135986
1103,402.839996,408.951996
1104,404.667999,425.256012
1105,430.634003,394.977997
1106,447.75,412.0
1107,442.679993,436.09201
1108,442.679993,436.09201
1109,442.679993,436.09201
1110,498.320007,459.023987
1111,475.049988,444.609985
1112,447.369995,502.140015
1113,407.0,478.98999
1114,418.320007,407.230011
1115,418.320007,407.230011
1116,418.320007,407.230011
1117,418.320007,407.230011
1118,330.209991,402.809998
1119,366.279999,356.0
1120,371.339996,356.600006
1121,372.720001,386.209991
1122,372.720001,386.209991
1123,372.720001,386.209991
1124,419.619995,381.940002
1125,449.76001,380.950012
1126,441.76001,436.559998
1127,423.429993,439.869995
1128,442.149994,415.600006
1129,442.149994,415.600006
1130,442.149994,415.600006
1131,449.390015,447.940002
1132,424.230011,453.130005
1133,380.359985,429.600006
1134,387.790009,405.160004
1135,407.339996,363.799988
1136,407.339996,363.799988
1137,407.339996,363.799988
1138,421.200012,393.470001
1139,419.070007,424.619995
1140,429.01001,416.0
1141,448.160004,421.320007
1142,415.089996,440.76001
1143,415.089996,440.76001
1144,415.089996,440.76001
1145,425.679993,421.390015
1146,413.980011,423.350006
1147,425.299988,423.790009
1148,425.920013,419.869995
1149,434.0,438.440002
1150,434.0,438.440002
1151,434.0,438.440002
1152,442.299988,430.130005
1153,446.649994,442.0
1154,461.299988,443.350006
1155,448.880005,449.779999
1156,439.670013,450.309998
1157,439.670013,450.309998
1158,439.670013,450.309998
1159,430.829987,454.440002
1160,421.940002,446.23999
1161,422.640015,431.75
1162,425.790009,422.700012
1163,420.630005,441.920013
1164,420.630005,441.920013
1165,420.630005,441.920013
1166,420.279999,421.839996
1167,424.679993,411.630005
1168,406.019989,423.76001
1169,410.829987,416.480011
1170,388.040009,409.959991
1171,388.040009,409.959991
1172,388.040009,409.959991
1173,400.51001,406.899994
1174,423.899994,394.0
1175,420.980011,409.730011
1176,438.089996,430.619995
1177,429.950012,428.299988
1178,429.950012,428.299988
1179,429.950012,428.299988
