Date,Open,High,Low,Close,Adj Close,Volume
2017-07-26,144.759995,144.949997,144.529999,144.869995,139.952179,18610600
2017-07-27,145.820007,145.960007,142.300003,143.960007,139.073151,80665900
2017-07-28,143.100006,144.080002,142.869995,143.839996,138.957169,38013200
2017-07-31,144.250000,144.429993,142.919998,143.229996,138.367935,33848600
2017-08-01,143.720001,143.759995,143.119995,143.559998,138.686707,20149400
2017-08-02,144.490005,144.520004,142.610001,143.949997,139.063477,41769700
2017-08-03,144.089996,144.169998,143.130005,143.389999,138.522476,27112800
2017-08-04,143.710007,143.970001,143.059998,143.649994,138.773621,29472900
2017-08-07,143.910004,144.559998,143.710007,144.559998,139.652756,17933900
2017-08-08,144.279999,145.470001,143.899994,144.309998,139.411179,30810400
2017-08-09,143.119995,144.190002,142.789993,144.119995,139.227676,36169500
2017-08-10,143.300003,143.399994,140.889999,141.029999,136.242569,63331700
2017-08-11,141.220001,142.410004,140.899994,142.100006,137.276245,45862500
2017-08-14,143.229996,144.149994,143.190002,143.929993,139.044098,34161000
2017-08-15,144.289993,144.300003,143.639999,144.029999,139.140732,25509200
2017-08-16,144.389999,144.960007,143.800003,144.279999,139.382309,31913000
2017-08-17,143.720001,143.940002,141.330002,141.330002,136.532410,70191000
2017-08-18,141.410004,142.199997,140.649994,141.229996,136.435791,60751900
2017-08-21,141.220001,141.529999,140.179993,141.050003,136.261887,37111500
2017-08-22,141.809998,143.350006,141.759995,143.199997,138.338898,36294200
2017-08-23,142.479996,143.009995,142.380005,142.690002,137.846237,25702300
2017-08-24,143.009995,143.169998,141.470001,142.270004,137.440475,38160800
2017-08-25,142.820007,143.179993,141.779999,141.970001,137.150665,26380400
2017-08-28,142.399994,142.740005,141.949997,142.410004,137.575760,15362100
2017-08-29,141.190002,143.210007,141.059998,142.970001,138.116730,24498300
2017-08-30,143.089996,144.889999,143.000000,144.649994,139.739670,33642700
2017-08-31,145.059998,146.210007,144.979996,146.199997,141.237061,38480700
2017-09-01,146.389999,146.589996,145.610001,146.000000,141.043839,22293600
2017-09-05,145.570007,145.880005,143.600006,144.690002,139.778366,44794300
2017-09-06,145.059998,145.460007,144.080002,145.130005,140.203354,30722700
2017-09-07,145.399994,145.839996,144.940002,145.470001,140.531845,22721100
2017-09-08,145.279999,145.350006,144.059998,144.210007,139.314636,27890100
2017-09-11,145.339996,146.119995,145.300003,145.869995,140.918274,27126300
2017-09-12,146.279999,146.410004,145.529999,146.220001,141.256409,30256700
2017-09-13,145.970001,146.440002,145.729996,146.419998,141.449631,28450900
2017-09-14,145.850006,146.289993,145.470001,145.559998,140.618835,35296400
2017-09-15,145.529999,146.589996,145.289993,146.059998,141.101791,46422400
2017-09-18,145.910004,146.369995,145.110001,145.550003,140.916901,24858200
2017-09-19,145.809998,146.009995,145.309998,145.800003,141.158920,20871200
2017-09-20,145.750000,145.910004,144.229996,145.350006,140.723312,34236200
2017-09-21,145.250000,145.259995,143.949997,144.460007,139.861649,28841800
2017-09-22,144.000000,144.529999,143.850006,144.320007,139.726044,21702400
2017-09-25,143.750000,143.830002,142.100006,142.800003,138.254425,54947700
